0,1
"{'to_table': 'dimSource', 'Title': 'Day Of The Dead', 'US_Gross': '5804262', 'Worldwide_Gross': '34004262', 'US_DVD_Sales': '', 'Production_Budget': '3500000', 'Rotten_Tomatoes_Rating': '78', 'IMDB_Rating': '4.5', 'IMDB_Votes': '8395', 'Director': 'George A. Romero', 'Distributor': 'United Film Distribution Co.', 'Release_Date': '31231', 'Major_Genre': 'Horror', 'Creative_Type': '', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Days Of Thunder', 'US_Gross': '82670733', 'Worldwide_Gross': '157670733', 'US_DVD_Sales': '', 'Production_Budget': '60000000', 'Rotten_Tomatoes_Rating': '40', 'IMDB_Rating': '5.4', 'IMDB_Votes': '25395', 'Director': 'Tony Scott', 'Distributor': 'Paramount Pictures', 'Release_Date': '33051', 'Major_Genre': 'Action', 'Creative_Type': 'Contemporary Fiction', 'Source': 'Original Screenplay'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': ""Dracula: Pages From A Virgin'S Diary"", 'US_Gross': '39659', 'Worldwide_Gross': '84788', 'US_DVD_Sales': '', 'Production_Budget': '1100000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '7', 'IMDB_Votes': '1013', 'Director': '', 'Distributor': '', 'Release_Date': '37755', 'Major_Genre': '', 'Creative_Type': '', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Dolphin', 'US_Gross': '14000', 'Worldwide_Gross': '14000', 'US_DVD_Sales': '', 'Production_Budget': '170000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '5.8', 'IMDB_Votes': '134', 'Director': '', 'Distributor': '', 'Release_Date': 'June, 1979', 'Major_Genre': 'Documentary', 'Creative_Type': 'Factual', 'Source': 'Based On Real Life Events'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Death Race 2000', 'US_Gross': 'Unknown', 'Worldwide_Gross': 'Unknown', 'US_DVD_Sales': '', 'Production_Budget': '300000', 'Rotten_Tomatoes_Rating': '84', 'IMDB_Rating': '6.1', 'IMDB_Votes': '10015', 'Director': '', 'Distributor': '', 'Release_Date': '27485', 'Major_Genre': '', 'Creative_Type': 'Science Fiction', 'Source': 'Based On Book/Short Story'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Drei', 'US_Gross': '0', 'Worldwide_Gross': '0', 'US_DVD_Sales': '', 'Production_Budget': '7200000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '', 'IMDB_Votes': '', 'Director': 'Tom Tykwer', 'Distributor': '', 'Release_Date': 'Tbd', 'Major_Genre': '', 'Creative_Type': '', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'The Dress', 'US_Gross': '16556', 'Worldwide_Gross': '16556', 'US_DVD_Sales': '', 'Production_Budget': '2650000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '7.6', 'IMDB_Votes': '1844', 'Director': '', 'Distributor': 'Attitude Films', 'Release_Date': '35811', 'Major_Genre': 'Drama', 'Creative_Type': '', 'Source': 'Original Screenplay'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'The Deer Hunter', 'US_Gross': '50000000', 'Worldwide_Gross': '50000000', 'US_DVD_Sales': '', 'Production_Budget': '15000000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '8.2', 'IMDB_Votes': '88095', 'Director': 'Michael Cimino', 'Distributor': 'Universal', 'Release_Date': '1979', 'Major_Genre': 'Drama', 'Creative_Type': '', 'Source': 'Original Screenplay'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Dragonslayer', 'US_Gross': '6000000', 'Worldwide_Gross': '6000000', 'US_DVD_Sales': '', 'Production_Budget': '18000000', 'Rotten_Tomatoes_Rating': '82', 'IMDB_Rating': '6.8', 'IMDB_Votes': '4945', 'Director': '', 'Distributor': 'Paramount Pictures', 'Release_Date': '29763', 'Major_Genre': 'Action', 'Creative_Type': 'Fantasy', 'Source': 'Original Screenplay'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Driving Miss Daisy', 'US_Gross': '106593296', 'Worldwide_Gross': '106593296', 'US_DVD_Sales': '', 'Production_Budget': '7500000', 'Rotten_Tomatoes_Rating': '78', 'IMDB_Rating': '7.5', 'IMDB_Votes': '22566', 'Director': 'Bruce Beresford', 'Distributor': 'Warner Bros.', 'Release_Date': '32855', 'Major_Genre': 'Drama', 'Creative_Type': 'Historical Fiction', 'Source': 'Based On Play'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Dressed To Kill', 'US_Gross': '31899000', 'Worldwide_Gross': '31899000', 'US_DVD_Sales': '', 'Production_Budget': '6500000', 'Rotten_Tomatoes_Rating': '84', 'IMDB_Rating': '7.1', 'IMDB_Votes': '9556', 'Director': 'Brian De Palma', 'Distributor': '', 'Release_Date': '29221', 'Major_Genre': '', 'Creative_Type': '', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Do The Right Thing', 'US_Gross': '26004026', 'Worldwide_Gross': '26004026', 'US_DVD_Sales': '', 'Production_Budget': '6000000', 'Rotten_Tomatoes_Rating': '98', 'IMDB_Rating': '7.9', 'IMDB_Votes': '26877', 'Director': 'Spike Lee', 'Distributor': 'Universal', 'Release_Date': '32689', 'Major_Genre': 'Comedy', 'Creative_Type': 'Contemporary Fiction', 'Source': 'Original Screenplay'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Dune', 'US_Gross': '27447471', 'Worldwide_Gross': '27447471', 'US_DVD_Sales': '', 'Production_Budget': '45000000', 'Rotten_Tomatoes_Rating': '62', 'IMDB_Rating': '6.5', 'IMDB_Votes': '38489', 'Director': 'David Lynch', 'Distributor': 'Universal', 'Release_Date': '31030', 'Major_Genre': 'Action', 'Creative_Type': 'Science Fiction', 'Source': 'Based On Book/Short Story'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Dolphins And Whales Tribes Of The Ocean 3D', 'US_Gross': '7714996', 'Worldwide_Gross': '17252287', 'US_DVD_Sales': '', 'Production_Budget': '6000000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '', 'IMDB_Votes': '', 'Director': '', 'Distributor': '3D Entertainment', 'Release_Date': '39493', 'Major_Genre': 'Documentary', 'Creative_Type': 'Factual', 'Source': 'Based On Real Life Events'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Down & Out With The Dolls', 'US_Gross': '58936', 'Worldwide_Gross': '58936', 'US_DVD_Sales': '', 'Production_Budget': '1200000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '5.8', 'IMDB_Votes': '75', 'Director': '', 'Distributor': 'Indican Pictures', 'Release_Date': '37701', 'Major_Genre': '', 'Creative_Type': '', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Dream With The Fishes', 'US_Gross': '542909', 'Worldwide_Gross': '542909', 'US_DVD_Sales': '', 'Production_Budget': '1000000', 'Rotten_Tomatoes_Rating': '58', 'IMDB_Rating': '6.6', 'IMDB_Votes': '1188', 'Director': '', 'Distributor': 'Sony Pictures Classics', 'Release_Date': '35601', 'Major_Genre': 'Drama', 'Creative_Type': 'Contemporary Fiction', 'Source': 'Original Screenplay'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Doctor Zhivago', 'US_Gross': '111721000', 'Worldwide_Gross': '111721000', 'US_DVD_Sales': '', 'Production_Budget': '11000000', 'Rotten_Tomatoes_Rating': '84', 'IMDB_Rating': '8', 'IMDB_Votes': '27671', 'Director': 'David Lean', 'Distributor': 'Mgm', 'Release_Date': '24098', 'Major_Genre': 'Drama', 'Creative_Type': 'Historical Fiction', 'Source': 'Based On Book/Short Story'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'The Evil Dead', 'US_Gross': '2400000', 'Worldwide_Gross': '29400000', 'US_DVD_Sales': '', 'Production_Budget': '375000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '7.6', 'IMDB_Votes': '45030', 'Director': 'Sam Raimi', 'Distributor': 'New Line', 'Release_Date': '30421', 'Major_Genre': 'Horror', 'Creative_Type': '', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Evil Dead Ii', 'US_Gross': '5923044', 'Worldwide_Gross': '5923044', 'US_DVD_Sales': '', 'Production_Budget': '3500000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '7.9', 'IMDB_Votes': '44214', 'Director': 'Sam Raimi', 'Distributor': 'Rosebud Releasing', 'Release_Date': '31849', 'Major_Genre': 'Horror', 'Creative_Type': 'Fantasy', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Army Of Darkness', 'US_Gross': '11502976', 'Worldwide_Gross': '21502976', 'US_DVD_Sales': '', 'Production_Budget': '11000000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '7.6', 'IMDB_Votes': '55671', 'Director': 'Sam Raimi', 'Distributor': 'Universal', 'Release_Date': '34019', 'Major_Genre': 'Horror', 'Creative_Type': 'Fantasy', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Ed And His Dead Mother', 'US_Gross': '673', 'Worldwide_Gross': '673', 'US_DVD_Sales': '', 'Production_Budget': '1800000', 'Rotten_Tomatoes_Rating': '50', 'IMDB_Rating': '5.6', 'IMDB_Votes': '829', 'Director': '', 'Distributor': '', 'Release_Date': '1993', 'Major_Genre': '', 'Creative_Type': '', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Edward Scissorhands', 'US_Gross': '53976987', 'Worldwide_Gross': '53976987', 'US_DVD_Sales': '', 'Production_Budget': '20000000', 'Rotten_Tomatoes_Rating': '91', 'IMDB_Rating': '8', 'IMDB_Votes': '102485', 'Director': 'Tim Burton', 'Distributor': '20Th Century Fox', 'Release_Date': '33214', 'Major_Genre': 'Comedy', 'Creative_Type': 'Fantasy', 'Source': 'Original Screenplay'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Ed Wood', 'US_Gross': '5828466', 'Worldwide_Gross': '5828466', 'US_DVD_Sales': '', 'Production_Budget': '18000000', 'Rotten_Tomatoes_Rating': '91', 'IMDB_Rating': '8.1', 'IMDB_Votes': '74171', 'Director': 'Tim Burton', 'Distributor': 'Walt Disney Pictures', 'Release_Date': '34607', 'Major_Genre': 'Comedy', 'Creative_Type': 'Dramatization', 'Source': 'Based On Book/Short Story'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'The Egyptian', 'US_Gross': '15000000', 'Worldwide_Gross': '15000000', 'US_DVD_Sales': '', 'Production_Budget': '5000000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '6.2', 'IMDB_Votes': '1097', 'Director': 'Michael Curtiz', 'Distributor': '', 'Release_Date': '1954', 'Major_Genre': '', 'Creative_Type': '', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Everyone Says I Love You', 'US_Gross': '9725847', 'Worldwide_Gross': '34600000', 'US_DVD_Sales': '', 'Production_Budget': '20000000', 'Rotten_Tomatoes_Rating': '80', 'IMDB_Rating': '6.8', 'IMDB_Votes': '16481', 'Director': 'Woody Allen', 'Distributor': 'Miramax', 'Release_Date': '35405', 'Major_Genre': 'Musical', 'Creative_Type': 'Contemporary Fiction', 'Source': 'Original Screenplay'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'The Elephant Man', 'US_Gross': '26010864', 'Worldwide_Gross': '26010864', 'US_DVD_Sales': '', 'Production_Budget': '5000000', 'Rotten_Tomatoes_Rating': '91', 'IMDB_Rating': '8.4', 'IMDB_Votes': '58194', 'Director': 'David Lynch', 'Distributor': '', 'Release_Date': '29497', 'Major_Genre': '', 'Creative_Type': '', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Emma', 'US_Gross': '22231658', 'Worldwide_Gross': '37831658', 'US_DVD_Sales': '', 'Production_Budget': '5900000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '6.8', 'IMDB_Votes': '13798', 'Director': '', 'Distributor': 'Miramax', 'Release_Date': '35279', 'Major_Genre': 'Romantic Comedy', 'Creative_Type': 'Historical Fiction', 'Source': 'Based On Book/Short Story'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Star Wars Ep. V: The Empire Strikes Back', 'US_Gross': '290271960', 'Worldwide_Gross': '534171960', 'US_DVD_Sales': '10027926', 'Production_Budget': '23000000', 'Rotten_Tomatoes_Rating': '', 'IMDB_Rating': '', 'IMDB_Votes': '', 'Director': '', 'Distributor': '20Th Century Fox', 'Release_Date': '29362', 'Major_Genre': 'Adventure', 'Creative_Type': 'Science Fiction', 'Source': 'Original Screenplay'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Escape From New York', 'US_Gross': '25244700', 'Worldwide_Gross': '25244700', 'US_DVD_Sales': '', 'Production_Budget': '6000000', 'Rotten_Tomatoes_Rating': '82', 'IMDB_Rating': '7.1', 'IMDB_Votes': '34497', 'Director': 'John Carpenter', 'Distributor': 'Avco Embassy', 'Release_Date': '29777', 'Major_Genre': 'Action', 'Creative_Type': 'Science Fiction', 'Source': 'Original Screenplay'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Escape From L.A.', 'US_Gross': '25426861', 'Worldwide_Gross': '25426861', 'US_DVD_Sales': '', 'Production_Budget': '50000000', 'Rotten_Tomatoes_Rating': '56', 'IMDB_Rating': '5.3', 'IMDB_Votes': '23262', 'Director': 'John Carpenter', 'Distributor': 'Paramount Pictures', 'Release_Date': '35286', 'Major_Genre': 'Action', 'Creative_Type': 'Science Fiction', 'Source': 'Original Screenplay'}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
"{'to_table': 'dimSource', 'Title': 'Escape From The Planet Of The Apes', 'US_Gross': '12300000', 'Worldwide_Gross': '12300000', 'US_DVD_Sales': '', 'Production_Budget': '2500000', 'Rotten_Tomatoes_Rating': '78', 'IMDB_Rating': '6.1', 'IMDB_Votes': '7686', 'Director': '', 'Distributor': '', 'Release_Date': '1971', 'Major_Genre': '', 'Creative_Type': 'Science Fiction', 'Source': ''}","{'Title': 'fact', 'US_Gross': 'fact', 'Worldwide_Gross': 'fact', 'US_DVD_Sales': 'fact', 'Production_Budget': 'fact', 'Rotten_Tomatoes_Rating': 'fact', 'IMDB_Rating': 'fact', 'IMDB_Votes': 'fact', 'Director': 'dimDirector', 'Distributor': 'dimDist', 'Release_Date': 'dimRelease', 'Major_Genre': 'dimGenre', 'Creative_Type': 'dimType', 'Source': 'dimSource'}"
